极致专用 https://t.me/jizhi00

decoder=9
央视网,#genre#
CCTV-1 综合,https://tv.cctv.com/live/cctv1/
CCTV-2 财经,https://tv.cctv.com/live/cctv2/
CCTV-3 综艺,https://tv.cctv.com/live/cctv3/
CCTV-4 中文国际,https://tv.cctv.com/live/cctv4/
CCTV-5 体育,https://tv.cctv.com/live/cctv5/
CCTV-5+ 体育赛事,https://tv.cctv.com/live/cctv5plus/
CCTV-6 电影,https://tv.cctv.com/live/cctv6/
CCTV-7 国防军事,https://tv.cctv.com/live/cctv7/
CCTV-8 电视剧,https://tv.cctv.com/live/cctv8/
CCTV-9 纪录,https://tv.cctv.com/live/cctvjilu/
CCTV-10 科教,https://tv.cctv.com/live/cctv10/
CCTV-11 戏曲,https://tv.cctv.com/live/cctv11/
CCTV-12 社会与法,https://tv.cctv.com/live/cctv12/
CCTV-13 新闻,https://tv.cctv.com/live/cctv13/
CCTV-14 少儿,https://tv.cctv.com/live/cctvchild/
CCTV-15 音乐,https://tv.cctv.com/live/cctv15/
CCTV-16 奥林匹克,https://tv.cctv.com/live/cctv16/
CCTV-17 农业农村,https://tv.cctv.com/live/cctv17/
CCTV-4 欧洲,https://tv.cctv.com/live/cctveurope/
CCTV-4 美洲,https://tv.cctv.com/live/cctvamerica/
央视频,#genre#
CCTV-1 综合,https://yangshipin.cn/tv/home?pid=600001859
CCTV-2 财经,https://yangshipin.cn/tv/home?pid=600001800
CCTV-4 中文国际,https://yangshipin.cn/tv/home?pid=600001814
CCTV-5 体育,https://yangshipin.cn/tv/home?pid=600001818
CCTV-5+ 体育赛事,https://yangshipin.cn/tv/home?pid=600001817
CCTV-6 电影,https://yangshipin.cn/tv/home?pid=600108442
CCTV-7 国防军事,https://yangshipin.cn/tv/home?pid=600004092
CCTV-8 电视剧,https://yangshipin.cn/tv/home?pid=600001803
CCTV-9 纪录,https://yangshipin.cn/tv/home?pid=600004078
CCTV-10 科教,https://yangshipin.cn/tv/home?pid=600001805
CCTV-11 戏曲,https://yangshipin.cn/tv/home?pid=600001806
CCTV-12 社会与法,https://yangshipin.cn/tv/home?pid=600001807
CCTV-13 新闻,https://yangshipin.cn/tv/home?pid=600001811
CCTV-14 少儿,https://yangshipin.cn/tv/home?pid=600001809
CCTV-15 音乐,https://yangshipin.cn/tv/home?pid=600001815
CCTV-16 奥林匹克,https://yangshipin.cn/tv/home?pid=600098637
CCTV-17 农业农村,https://yangshipin.cn/tv/home?pid=600001810
CCTV4K 超高清,https://yangshipin.cn/tv/home?pid=600002264
CCTV 风云剧场,https://yangshipin.cn/tv/home?pid=600099658
CCTV 第一剧场,https://yangshipin.cn/tv/home?pid=600099655
CCTV 怀旧剧场,https://yangshipin.cn/tv/home?pid=600099620
CGTN,https://yangshipin.cn/tv/home?pid=600014550
CGTN 纪录,https://yangshipin.cn/tv/home?pid=600084781
CGTN 俄语,https://yangshipin.cn/tv/home?pid=600084758
CGTN 法语,https://yangshipin.cn/tv/home?pid=600084704
CGTN 西语,https://yangshipin.cn/tv/home?pid=600084744
CGTN 阿语,https://yangshipin.cn/tv/home?pid=600084782
央视新闻,#genre#
CCTV1,https://m-live.cctvnews.cctv.com/live/landscape.html?liveRoomNumber=11200132825562653886
